央视频道,#genre#
河北卫视,http://weblive.hebtv.com/live/hbws_bq/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8
山东卫视,http://live.sdetv.com.cn/live/sdetv/playlist.m3u8
河南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
河南卫视,http://129.226.107.225/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226724/index.m3u8
河南卫视,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225981/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://121.24.98.226:8090/hls/38/index.m3u8
江苏卫视,http://live.aikan.miguvideo.com/wd_r2/cctv/jiangsuhd/2500/01.m3u8
浙江卫视,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://ali.m.l.cztv.com/chls.m3u8
安徽卫视,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://124.47.33.200/PLTV/88888888/224/3221225900/1.m3u8
福建卫视 (东南卫视),http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8
福建卫视 (东南卫视),http://117.169.120.140:8080/live/dongnanstv/.m3u8
福建卫视 (东南卫视),http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225899/1.m3u8
湖北卫视,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/hbws8m/8000000/mnf.m3u8
湖北卫视,http://117.169.120.140:8080/live/hdhubeistv/.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
湖南卫视,http://mqiptv.com:8014/ch/custom48/mqlive.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://202.112.30.157/hunanhd.m3u8
广东卫视,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://124.47.33.200/PLTV/88888888/224/3221225589/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
广西卫视,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225981/index.m3u8
广西卫视,http://stream1.grtn.cn/tvs2/sd/live.m3u8
