央视频道,#genre#
CCTV1 (综合),http://cctvcnch5c.v.wscdns.com/live/cctv1_2/index.m3u8
CCTV1 (综合),https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV1 (综合),http://121.18.43.254:10000/hls/1/index.m3u8
CCTV2 (财经),http://cctvcnch5c.v.wscdns.com/live/cctv2_2/index.m3u8
CCTV2 (财经),https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV2 (财经),http://121.18.43.254:10000/hls/2/index.m3u8
CCTV3 (综艺),http://cctvcnch5c.v.wscdns.com/live/cctv3_2/index.m3u8
CCTV3 (综艺),https://node1.olelive.com:6443/live/CCTV3HD/hls.m3u8
CCTV3 (综艺),http://121.18.43.254:10000/hls/3/index.m3u8
CCTV4 (中文国际),http://cctvcnch5c.v.wscdns.com/live/cctv4_2/index.m3u8
CCTV4 (中文国际),https://node1.olelive.com:6443/live/CCTV4HD/hls.m3u8
CCTV4 (中文国际),http://121.18.43.254:10000/hls/4/index.m3u8
CCTV5 (体育),http://cctvcnch5c.v.wscdns.com/live/cctv5_2/index.m3u8
CCTV5 (体育),https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5 (体育),http://121.18.43.254:10000/hls/5/index.m3u8
CCTV5+ (体育赛事),https://node1.olelive.com:6443/live/CCTV5PLUS/hls.m3u8
CCTV5+ (体育赛事),http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV5+ (体育赛事),http://39.135.138.58:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV6 (电影),http://cctvcnch5c.v.wscdns.com/live/cctv6_2/index.m3u8
CCTV6 (电影),https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV6 (电影),https://60.191.56.186:8888/hls/6/index.m3u8
CCTV7 (国防军事),http://cctvcnch5c.v.wscdns.com/live/cctv7_2/index.m3u8
CCTV7 (国防军事),https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV7 (国防军事),http://121.18.43.254:10000/hls/7/index.m3u8
CCTV8 (电视剧),http://cctvcnch5c.v.wscdns.com/live/cctv8_2/index.m3u8
CCTV8 (电视剧),https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV8 (电视剧),http://121.24.98.226:8090/hls/16/index.m3u8
CCTV9 (纪录),http://cctvcnch5c.v.wscdns.com/live/cctv9_2/index.m3u8
CCTV9 (纪录),https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV9 (纪录),http://117.161.12.124/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV10 (科教),http://cctvcnch5c.v.wscdns.com/live/cctv10_2/index.m3u8
CCTV10 (科教),https://node1.olelive.com:6443/live/CCTV10HD/hls.m3u8
CCTV10 (科教),http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV11 (戏曲),http://cctvcnch5c.v.wscdns.com/live/cctv11_2/index.m3u8
CCTV11 (戏曲),https://node1.olelive.com:6443/live/CCTV11/hls.m3u8
CCTV11 (戏曲),http://183.232.54.210:8935/live/hcctv_111/chunklist.m3u8
CCTV12 (社会与法),http://cctvcnch5c.v.wscdns.com/live/cctv12_2/index.m3u8
CCTV12 (社会与法),https://node1.olelive.com:6443/live/CCTV12HD/hls.m3u8
CCTV12 (社会与法),http://183.232.54.210:8935/live/hcctv_112/chunklist.m3u8
CCTV13 (新闻),http://cctvcnch5c.v.wscdns.com/live/cctv13_2/index.m3u8
CCTV13 (新闻),https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
CCTV13 (新闻),http://121.18.43.254:10000/hls/13/index.m3u8
CCTV14 (少儿),http://cctvcnch5c.v.wscdns.com/live/cctv14_2/index.m3u8
CCTV14 (少儿),https://node1.olelive.com:6443/live/CCTV14/hls.m3u8
CCTV14 (少儿),http://183.232.54.210:8935/live/hcctv_114/chunklist.m3u8
CCTV15 (音乐),http://cctvcnch5c.v.wscdns.com/live/cctv15_2/index.m3u8
CCTV15 (音乐),https://node1.olelive.com:6443/live/CCTV15/hls.m3u8
CCTV15 (音乐),http://183.232.54.210:8935/live/hcctv_115/chunklist.m3u8
CCTV16 (奥林匹克),https://node1.olelive.com:6443/live/CCTV16/hls.m3u8
CCTV16 (奥林匹克),http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV16 (奥林匹克),http://live.cooltv.top/tv/aishang.php?id=cctv164k
CCTV17 (农业农村),https://node1.olelive.com:6443/live/CCTV17/hls.m3u8
CCTV17 (农业农村),http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17 (农业农村),http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/cctv17hd8m/8000000/mnf.m3u8
卫视频道,#genre#
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
